,ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,OutletID,EstablishmentYear,OutletSize,LocationType,OutletType,OutletSales
1414,1523,9.195,0,0.048019877,9,104.2622,1,1987,0,2,1,2082.7607
1415,26,10.1,0,0.167016095,14,241.5512,1,1987,0,2,1,4667.5757
1416,1262,19.2,0,0.077664737,9,195.511,7,2002,2,1,1,3038.5732
1417,998,5.75,1,0.075155997,4,114.1176,6,2004,2,1,1,1765.3124
1418,413,13.65,0,0.039816816,5,34.1558,6,2004,2,1,1,611.61475
1419,1064,21.2,0,0.070964186,13,175.637,3,2009,1,2,2,3672.0667
1420,1146,9.5,1,0.022040367,10,194.1452,1,1987,0,2,1,2955.2642
1421,1427,19.35,0,0.027770577,8,63.1168,7,2002,2,1,1,1000.6538
1422,738,7.42,1,0.025735975,13,187.7872,6,2004,2,1,1,3595.0444
1423,578,19.0,0,0.112150406,5,105.2622,7,2002,2,1,1,1618.8676
1424,1025,11.0,0,0.105748691,1,123.1046,1,1987,0,2,1,2305.2957
1425,369,15.5,1,0.025370468,0,81.1934,8,1997,2,0,1,1748.8694
1426,461,12.695633368756374,1,0.063508168,6,113.8492,5,1985,1,2,3,2780.714
1427,226,6.92,0,0.038513862,4,61.5852,9,1999,1,0,1,634.1201
1428,501,12.695633368756374,1,0.070362085,13,95.112,5,1985,1,2,3,2725.0247
1429,827,20.0,1,0.028100349,6,46.9744,1,1987,0,2,1,352.3987
1430,268,10.895,1,0.009661057,4,122.973,3,2009,1,2,2,1932.6791
1431,200,12.695633368756374,0,0.044708228,4,86.2198,5,1985,1,2,3,2322.198
1432,341,15.6,1,0.099297902,4,60.5194,9,1999,1,0,1,1044.4673
1433,1378,7.93,0,0.071122419,8,43.7086,6,2004,2,1,1,1004.12616
1434,1002,16.85,0,0.0,6,185.3266,6,2004,2,1,1,3511.8845
1435,885,12.695633368756374,1,0.051920175,6,140.9838,4,1985,2,0,0,85.15811
1436,1107,16.0,0,0.057148803,4,224.3404,9,1999,1,0,1,3365.9556
1437,940,12.695633368756374,1,0.009820129,10,152.7366,5,1985,1,2,3,4806.364
1438,337,7.06,1,0.044148717,15,56.9904,2,2007,2,1,1,920.66003
1439,1335,12.695633368756374,0,0.018148732,9,210.1954,4,1985,2,0,0,695.2189
1440,114,18.35,0,0.015304311,7,105.7938,8,1997,2,0,1,1499.7269
1441,150,20.35,0,0.141816013,13,122.2072,8,1997,2,0,1,1825.7827
1442,151,7.75,0,0.04320284,0,95.6436,1,1987,0,2,1,1533.3805
1443,1376,7.475,0,0.075727897,9,154.7656,8,1997,2,0,1,2627.227
1444,1474,10.895,0,0.020947887,8,257.5672,6,2004,2,1,1,3471.4531
1445,1438,12.6,0,0.012480591,9,186.2556,0,1998,2,2,0,378.0854
1446,1525,15.25,0,0.06127993,9,129.6968,9,1999,1,0,1,2192.1602
1447,1198,16.35,1,0.062399603,6,224.7062,6,2004,2,1,1,4983.5327
1448,576,20.0,1,0.104063695,3,104.5622,6,2004,2,1,1,2135.976
1449,1329,11.3,0,0.047708667,9,178.366,6,2004,2,1,1,3816.1309
1450,777,9.27,0,0.061912597,4,150.105,7,2002,2,1,1,2339.443
1451,775,12.65,0,0.035611045,0,228.301,2,2007,2,1,1,4108.902
1452,750,10.395,1,0.091172403,0,48.6008,8,1997,2,0,1,900.22656
1453,549,12.695633368756374,0,0.009963834,13,250.8408,5,1985,1,2,3,6284.388
1454,712,17.1,0,0.032694281,5,147.8392,7,2002,2,1,1,2188.6726
1455,1361,12.695633368756374,0,0.0,9,117.515,4,1985,2,0,0,77.913635
1456,1160,15.6,0,0.025302804,13,176.8054,3,2009,1,2,2,2395.8762
1457,1509,5.21,0,0.011027014,9,260.6962,9,1999,1,0,1,5715.576
1458,1280,12.695633368756374,0,0.0,9,36.2848,5,1985,1,2,3,988.0775
1459,353,18.5,0,0.052280828,13,117.3124,3,2009,1,2,2,1317.117
1460,843,20.35,0,0.083729547,10,184.4292,1,1987,0,2,1,3375.128
1461,980,19.2,1,0.094064368,5,187.0214,9,1999,1,0,1,2640.1882
1462,430,7.51,0,0.017527666,6,228.001,2,2007,2,1,1,3161.32
1463,411,21.2,1,0.007055259,15,175.4738,7,2002,2,1,1,1889.8674
1464,404,17.6,1,0.041445492,13,35.219,9,1999,1,0,1,561.08704
1465,255,16.0,1,0.172726426,13,156.7972,6,2004,2,1,1,3924.7786
1466,734,15.2,0,0.084284513,10,254.933,3,2009,1,2,2,4972.8916
1467,558,13.35,0,0.06448577,13,239.4564,0,1998,2,2,0,449.8426
1468,993,15.6,1,0.035499428,13,115.7518,6,2004,2,1,1,2094.05
1469,769,12.695633368756374,0,0.084343183,5,39.7796,5,1985,1,2,3,985.66864
1470,1121,6.785,1,0.023068402,13,209.7928,3,2009,1,2,2,2649.9143
1471,221,20.85,0,0.021450443,6,103.6306,2,2007,2,1,1,1295.719
1472,1326,12.695633368756374,0,0.070227182,9,217.1192,5,1985,1,2,3,4800.4844
1473,35,9.395,0,0.159334462,14,224.372,8,1997,2,0,1,5018.8057
1474,286,12.695633368756374,0,0.032468955,5,236.1906,5,1985,1,2,3,4953.782
1475,1389,17.7,0,0.051227193,9,127.2678,2,2007,2,1,1,2235.8997
1476,1328,16.35,0,0.034643462,9,127.402,1,1987,0,2,1,1560.3597
1477,1475,17.1,0,0.038956669,9,165.1842,2,2007,2,1,1,2665.6653
1478,180,12.695633368756374,0,0.114317778,0,221.5114,5,1985,1,2,3,5317.2104
1479,1200,12.695633368756374,0,0.039725274,13,228.2694,5,1985,1,2,3,7030.9927
1480,701,6.3,0,0.127707501,3,211.327,7,2002,2,1,1,4142.0854
1481,678,16.85,1,0.026573609,3,94.912,7,2002,2,1,1,1530.3661
1482,449,18.25,0,0.060237241,15,164.9526,6,2004,2,1,1,2474.2332
1483,543,15.2,0,0.091949401,13,227.4352,7,2002,2,1,1,3912.5715
1484,695,5.48,0,0.015095622,5,82.325,1,1987,0,2,1,1601.5911
1485,1065,12.6,0,0.048881014,1,63.7194,7,2002,2,1,1,1151.1989
1486,995,12.695633368756374,1,0.0,1,140.3838,5,1985,1,2,3,4231.7505
1487,1446,20.35,0,0.065726925,9,128.6678,0,1998,2,2,0,69.31939
1488,571,12.695633368756374,0,0.025636945,10,89.1172,5,1985,1,2,3,2810.8481
1489,651,7.72,1,0.088502045,6,116.2466,9,1999,1,0,1,1748.8821
1490,954,15.2,0,0.019073386,13,237.7248,7,2002,2,1,1,2456.3706
1491,510,8.895,1,0.039200151,0,207.5296,3,2009,1,2,2,2743.943
1492,119,16.75,0,0.021344178,7,52.2298,2,2007,2,1,1,590.0328
1493,1404,5.175,0,0.030355463,8,35.0874,8,1997,2,0,1,609.55414
1494,719,6.785,1,0.07027007,10,43.9112,0,1998,2,2,0,-28.951738
1495,572,9.695,0,0.130733334,6,188.3898,2,2007,2,1,1,3308.5579
1496,1163,9.8,1,0.140584452,0,52.3008,6,2004,2,1,1,717.25696
1497,970,13.65,1,0.026597059,10,36.3532,6,2004,2,1,1,704.0974
1498,780,7.35,1,0.014365128,6,242.8512,8,1997,2,0,1,2676.9207
1499,39,18.35,0,0.033281349,4,154.134,7,2002,2,1,1,2531.3018
1500,31,12.695633368756374,0,0.128309411,14,92.112,4,1985,2,0,0,24.809149
1501,573,10.195,0,0.080619969,13,119.144,3,2009,1,2,2,1882.3982
1502,295,12.85,0,0.181092301,6,231.6642,0,1998,2,2,0,641.423
1503,839,12.695633368756374,1,0.015887996,13,228.6352,5,1985,1,2,3,6516.774
1504,961,7.93,0,0.005559688,5,121.2414,7,2002,2,1,1,1879.0464
1505,337,12.695633368756374,1,0.07686393,15,60.4904,4,1985,2,0,0,182.8398
1506,1286,12.1,0,0.015431545,9,162.7526,6,2004,2,1,1,2908.1694
1507,535,8.985,0,0.183368339,6,100.07,6,2004,2,1,1,1582.6755
1508,1492,5.485,0,0.042751812,8,164.5842,8,1997,2,0,1,2681.763
1509,300,16.7,0,0.070141633,4,214.985,6,2004,2,1,1,4091.227
1510,1486,12.695633368756374,0,0.162626685,8,103.6674,4,1985,2,0,0,503.06924
1511,514,20.7,1,0.100174939,6,123.2388,8,1997,2,0,1,1897.3766
1512,1510,18.0,0,0.015513314,8,156.9604,3,2009,1,2,2,2748.9956
1513,607,6.635,1,0.046081489,5,38.0506,6,2004,2,1,1,738.95624
1514,891,6.895,0,0.022456327,10,141.2812,6,2004,2,1,1,2491.37
1515,97,18.25,0,0.044340045,7,173.908,7,2002,2,1,1,2523.1992
1516,733,8.1,1,0.224830093,3,40.248,0,1998,2,2,0,169.28891
1517,108,7.02,0,0.083464455,4,82.425,0,1998,2,2,0,457.03784
1518,371,15.7,1,0.06337778,5,126.2046,0,1998,2,2,0,-12.002605
1519,194,16.25,0,0.057512493,6,125.5046,7,2002,2,1,1,1783.7356
1520,641,11.8,1,0.025926223,10,99.9674,8,1997,2,0,1,1337.0808
1521,127,6.11,1,0.152573001,14,45.1086,3,2009,1,2,2,457.467
1522,40,4.61,0,0.122550245,7,176.1396,1,1987,0,2,1,2126.5042
1523,63,17.5,0,0.097885516,14,172.6738,6,2004,2,1,1,3454.4656
1524,433,12.695633368756374,0,0.08454227,0,107.128,5,1985,1,2,3,2887.9888
1525,164,12.695633368756374,1,0.083694927,5,124.8362,4,1985,2,0,0,203.05717
1526,1086,19.2,0,0.124555719,3,90.3488,3,2009,1,2,2,1049.9648
1527,355,16.2,0,0.103473165,3,103.799,8,1997,2,0,1,1408.8873
1528,116,15.5,0,0.053372178,14,43.377,8,1997,2,0,1,803.1211
1529,1308,8.51,0,0.051945908,9,141.547,8,1997,2,0,1,1501.4331
1530,430,7.51,0,0.029172707,6,228.201,0,1998,2,2,0,481.46545
1531,839,12.695633368756374,1,0.027953194,13,229.4352,4,1985,2,0,0,738.326
1532,1355,9.8,0,0.09060629,11,195.0478,9,1999,1,0,1,3389.8606
1533,1290,14.0,0,0.024430294,9,42.6454,3,2009,1,2,2,346.35635
1534,930,11.395,1,0.069695361,10,233.7616,9,1999,1,0,1,2840.2266
1535,808,7.275,0,0.02800432,13,146.976,7,2002,2,1,1,2112.1033
1536,179,10.5,1,0.116651733,0,162.421,6,2004,2,1,1,2791.3228
1537,53,12.695633368756374,0,0.076364306,4,63.0536,5,1985,1,2,3,2011.3746
1538,318,10.895,1,0.03258625,5,145.6102,3,2009,1,2,2,2308.9836
1539,675,7.21,1,0.144631478,13,100.6332,8,1997,2,0,1,2030.4596
1540,1126,12.695633368756374,1,0.113564473,4,92.6436,5,1985,1,2,3,2185.4414
1541,950,11.65,1,0.010940934,10,110.4544,7,2002,2,1,1,1557.1901
1542,983,7.63,1,0.134597662,13,44.7402,1,1987,0,2,1,709.41956
1543,513,12.695633368756374,0,0.114329308,5,59.4246,5,1985,1,2,3,1452.3236
1544,287,12.695633368756374,0,0.036268455,6,122.5046,4,1985,2,0,0,875.5294
1545,937,12.3,0,0.111447593,0,33.4874,9,1999,1,0,1,489.3008
1546,39,12.695633368756374,0,0.03305315,4,152.334,5,1985,1,2,3,2775.8665
1547,680,9.395,1,0.220221011,5,88.1198,0,1998,2,2,0,202.60426
1548,248,12.695633368756374,1,0.135767734,13,191.282,5,1985,1,2,3,5349.926
1549,1117,17.2,0,0.156615836,10,160.6578,7,2002,2,1,1,2420.3623
1550,918,14.85,0,0.018556186,3,187.1214,1,1987,0,2,1,3391.3538
1551,961,7.93,0,0.00557982,5,121.1414,2,2007,2,1,1,2168.7188
1552,981,12.695633368756374,1,0.043756113,6,216.3508,4,1985,2,0,0,229.15083
1553,1104,12.695633368756374,0,0.0,1,85.4566,5,1985,1,2,3,2094.125
1554,1415,11.15,0,0.032256191,8,165.1526,8,1997,2,0,1,3012.4277
1555,584,17.85,0,0.046625941,10,152.3682,6,2004,2,1,1,2118.3792
1556,491,18.5,1,0.062353714,5,145.4418,9,1999,1,0,1,3118.7551
1557,802,14.3,1,0.0,0,98.7726,9,1999,1,0,1,1698.0376
1558,83,13.8,0,0.09698132,4,55.593,1,1987,0,2,1,1198.0182
1559,469,18.2,1,0.066241884,6,250.9092,1,1987,0,2,1,4770.536
1560,247,14.6,1,0.04302561,6,110.0254,9,1999,1,0,1,2428.1267
1561,390,13.3,0,0.009579343,13,62.351,6,2004,2,1,1,700.32526
1562,865,5.735,0,0.095341405,6,178.037,0,1998,2,2,0,-836.1426
1563,346,14.15,0,0.037985629,15,123.1046,7,2002,2,1,1,1988.014
1564,1428,12.695633368756374,0,0.050071843,9,152.4708,4,1985,2,0,0,209.02982
1565,1458,17.85,0,0.0,8,96.8094,1,1987,0,2,1,1329.0558
1566,163,20.35,1,0.030901894,4,254.2672,1,1987,0,2,1,3653.2031
1567,175,10.895,0,0.064663519,6,194.0794,6,2004,2,1,1,3077.943
1568,181,19.7,0,0.065053427,3,86.6198,7,2002,2,1,1,1325.0648
1569,1300,8.92,0,0.0,9,178.137,3,2009,1,2,2,2842.0676
1570,127,12.695633368756374,1,0.15121816,14,45.9086,5,1985,1,2,3,1394.2944
1571,368,12.695633368756374,0,0.056555477,13,214.2218,5,1985,1,2,3,5268.2017
1572,778,20.35,1,0.151688857,10,80.6276,3,2009,1,2,2,1199.7758
1573,1473,13.6,0,0.010049688,9,174.937,2,2007,2,1,1,3377.635
1574,1524,13.5,0,0.054944247,8,36.3874,1,1987,0,2,1,293.65097
1575,847,10.8,0,0.028943289,13,239.6222,8,1997,2,0,1,4625.688
1576,573,10.195,0,0.080417724,13,121.244,9,1999,1,0,1,2394.4568
1577,380,12.15,0,0.219568112,5,248.346,0,1998,2,2,0,1293.8545
1578,1023,11.5,0,0.0,13,125.6704,8,1997,2,0,1,2420.0803
1579,309,11.15,0,0.119952711,4,45.2744,8,1997,2,0,1,641.39886
1580,374,7.97,0,0.021535488,12,109.6596,8,1997,2,0,1,1779.2565
1581,172,5.44,0,0.025479919,4,238.5538,8,1997,2,0,1,3327.802
1582,855,15.5,1,0.100970195,6,195.8768,7,2002,2,1,1,3498.6443
1583,1401,17.0,0,0.05250462,8,121.673,2,2007,2,1,1,2235.165
1584,275,12.695633368756374,1,0.113918065,0,87.9514,5,1985,1,2,3,2559.5923
1585,223,8.8,0,0.07157425,13,207.9612,7,2002,2,1,1,2830.6602
1586,63,17.5,0,0.097822555,14,175.4738,1,1987,0,2,1,2516.7153
1587,1062,12.1,0,0.148381569,6,104.928,8,1997,2,0,1,1562.4135
1588,377,12.695633368756374,1,0.026230365,3,39.1138,5,1985,1,2,3,1001.7643
1589,1178,7.605,0,0.129972082,6,162.921,2,2007,2,1,1,2573.519
1590,410,11.5,1,0.037628842,13,109.5254,9,1999,1,0,1,1433.5427
1591,418,12.695633368756374,0,0.121893603,15,261.3252,4,1985,2,0,0,415.36813
1592,1303,18.35,0,0.088965771,9,189.8504,6,2004,2,1,1,3530.1472
1593,598,12.695633368756374,1,0.110885027,4,181.3318,4,1985,2,0,0,366.45697
1594,1328,16.35,0,0.03466576,9,125.902,6,2004,2,1,1,1997.4824
1595,94,10.1,0,0.0,7,60.7878,9,1999,1,0,1,1097.1896
1596,894,12.65,1,0.156014453,6,238.9538,6,2004,2,1,1,4787.307
1597,26,10.1,0,0.167836117,14,241.0512,3,2009,1,2,2,4396.734
1598,1185,5.305,1,0.046989556,10,184.3608,1,1987,0,2,1,3164.9216
1599,1178,7.605,0,0.129767515,6,161.821,3,2009,1,2,2,2907.6377
1600,838,12.695633368756374,0,0.02665921,13,111.157,5,1985,1,2,3,3609.436
1601,1434,17.35,0,0.020591811,11,81.0618,9,1999,1,0,1,1449.0988
1602,1239,20.7,1,0.07961949,0,98.6042,3,2009,1,2,2,1416.3805
1603,1003,8.27,1,0.089693419,13,152.2708,9,1999,1,0,1,2573.7898
1604,1188,14.15,1,0.02438425,6,194.411,1,1987,0,2,1,3784.1292
1605,75,10.8,0,0.058671483,7,73.838,3,2009,1,2,2,1047.9297
1606,190,12.695633368756374,1,0.156072361,4,240.2538,5,1985,1,2,3,6471.217
1607,1190,18.6,0,0.047987061,13,186.8898,7,2002,2,1,1,3015.5522
1608,635,6.42,0,0.053579102,4,177.3002,7,2002,2,1,1,2606.7573
1609,1182,12.3,0,0.009408748,0,74.838,6,2004,2,1,1,1142.0187
1610,1390,15.6,0,0.066713516,11,184.2924,6,2004,2,1,1,2885.517
1611,531,8.645,0,0.036130545,3,52.6982,0,1998,2,2,0,167.87427
1612,120,8.52,0,0.027036842,14,150.8682,1,1987,0,2,1,2443.0017
1613,1349,9.895,0,0.060160503,9,232.2642,9,1999,1,0,1,3658.0674
1614,1152,10.195,0,0.051953489,1,33.8558,2,2007,2,1,1,348.00775
1615,468,12.35,1,0.0,10,199.0426,1,1987,0,2,1,3447.2896
1616,47,15.75,0,0.277579189,4,39.6506,0,1998,2,2,0,29.409462
1617,620,13.8,0,0.013338995,3,109.7254,2,2007,2,1,1,1590.2521
1618,738,7.42,1,0.025793045,13,187.9872,7,2002,2,1,1,3306.3762
1619,341,15.6,1,0.099125013,4,63.0194,6,2004,2,1,1,934.25336
1620,318,10.895,1,0.032447909,5,146.9102,6,2004,2,1,1,2776.761
1621,619,12.695633368756374,0,0.062869397,2,132.8626,5,1985,1,2,3,3431.4934
1622,255,12.695633368756374,1,0.1719225,13,156.7972,5,1985,1,2,3,4410.555
1623,1338,18.6,0,0.01270511,9,122.8414,3,2009,1,2,2,1884.538
1624,1298,12.5,0,0.103863648,9,168.8448,3,2009,1,2,2,2346.1858
1625,1103,20.75,0,0.007583861,13,107.0622,3,2009,1,2,2,1424.6609
1626,426,20.35,0,0.060822826,0,234.6616,7,2002,2,1,1,4400.0146
1627,1031,9.8,0,0.107320959,6,176.337,2,2007,2,1,1,2059.1125
1628,849,17.85,0,0.087395867,1,194.2794,1,1987,0,2,1,2815.2866
1629,646,12.695633368756374,1,0.08429269,0,40.6138,4,1985,2,0,0,114.5736
1630,1301,6.235,0,0.020280634,9,258.4962,3,2009,1,2,2,3136.431
1631,1398,12.695633368756374,0,0.0,9,117.0808,5,1985,1,2,3,2756.7644
1632,810,9.8,1,0.056474207,1,85.6908,9,1999,1,0,1,1223.923
1633,359,6.215,0,0.012148905,6,36.5848,8,1997,2,0,1,679.6494
1634,1464,7.935,0,0.0,9,264.791,2,2007,2,1,1,2558.5295
1635,943,16.6,0,0.102986542,6,117.9466,8,1997,2,0,1,1733.1481
1636,476,15.1,0,0.05263512,10,244.2512,2,2007,2,1,1,4277.007
1637,925,10.395,0,0.112731284,13,59.922,2,2007,2,1,1,875.11017
1638,1309,12.695633368756374,0,0.047147628,9,170.8422,5,1985,1,2,3,4200.497
1639,55,10.5,0,0.019088324,14,185.924,7,2002,2,1,1,3288.7449
1640,232,18.25,0,0.015365323,13,197.3084,2,2007,2,1,1,4602.782
1641,795,20.75,0,0.089765562,2,194.6478,2,2007,2,1,1,4295.203
1642,762,8.185,0,0.046475348,6,47.9692,6,2004,2,1,1,817.81647
1643,1091,9.5,1,0.035144569,6,171.8448,6,2004,2,1,1,2357.3896
1644,517,15.3,1,0.141879554,3,215.1218,0,1998,2,2,0,-230.44627
1645,991,19.35,1,0.058279823,6,237.4564,3,2009,1,2,2,2599.9753
1646,1082,9.395,0,0.099321607,13,104.928,7,2002,2,1,1,1564.3447
1647,1522,12.695633368756374,0,0.0148655,8,143.2154,5,1985,1,2,3,3757.3145
1648,681,5.46,1,0.179191782,6,146.2786,0,1998,2,2,0,719.1601
1649,39,18.35,0,0.033265629,4,152.334,9,1999,1,0,1,2925.4058
1650,706,14.75,0,0.089827705,13,114.4518,2,2007,2,1,1,1876.6393
1651,1233,19.7,1,0.030169768,10,103.799,0,1998,2,2,0,172.34584
1652,1343,18.6,0,0.118848485,11,55.3588,2,2007,2,1,1,900.89154
1653,958,20.25,1,0.0,3,184.6924,6,2004,2,1,1,3601.68
1654,917,6.215,1,0.049612318,0,224.1062,6,2004,2,1,1,3835.0312
1655,1379,13.0,0,0.083179333,9,62.0194,3,2009,1,2,2,955.8161
1656,736,11.5,0,0.174497541,6,128.8652,2,2007,2,1,1,2248.4783
1657,1459,9.105,0,0.038541712,9,33.09,9,1999,1,0,1,-10.711489
1658,653,11.5,0,0.046123804,13,118.6124,8,1997,2,0,1,1683.6437
1659,415,6.13,0,0.102768984,6,54.7298,2,2007,2,1,1,851.20294
1660,773,12.85,0,0.033179231,13,171.5422,8,1997,2,0,1,3216.8167
1661,66,8.575,0,0.023923093,14,105.528,9,1999,1,0,1,1468.3032
1662,951,9.695,1,0.047390108,5,245.0144,1,1987,0,2,1,4098.4707
1663,643,16.7,0,0.070333939,6,110.7912,7,2002,2,1,1,1549.6881
1664,1419,5.5,0,0.078832748,11,101.5016,0,1998,2,2,0,952.10223
1665,1498,11.8,0,0.0,8,177.2686,6,2004,2,1,1,2844.448
1666,1301,6.235,0,0.020181546,9,260.1962,1,1987,0,2,1,4110.938
1667,718,16.25,0,0.078153958,3,91.3804,6,2004,2,1,1,1451.538
1668,956,13.65,0,0.015898191,1,229.7668,1,1987,0,2,1,4580.5845
1669,1137,12.695633368756374,0,0.09851376,5,36.7164,5,1985,1,2,3,281.6142
1670,347,19.7,1,0.016297312,3,186.3556,2,2007,2,1,1,4572.0166
1671,1146,9.5,1,0.022183497,10,196.9452,2,2007,2,1,1,3858.6287
1672,1285,19.7,0,0.026958635,9,98.5726,3,2009,1,2,2,1272.9674
1673,546,10.8,0,0.098331927,10,100.5042,1,1987,0,2,1,2165.446
1674,581,15.85,1,0.121879396,0,61.222,7,2002,2,1,1,1186.3236
1675,566,9.6,0,0.051758515,13,259.462,2,2007,2,1,1,3103.5657
1676,73,19.7,0,0.04126841,14,80.6592,0,1998,2,2,0,306.87567
1677,808,7.275,0,0.027947642,13,146.876,8,1997,2,0,1,2323.6582
1678,1201,8.195,0,0.031581072,0,93.4462,2,2007,2,1,1,1468.0015
1679,689,13.5,1,0.12578499,13,261.691,3,2009,1,2,2,4614.095
1680,1315,20.2,0,0.112299979,9,126.4046,6,2004,2,1,1,1864.1858
1681,616,11.15,1,0.086417608,13,168.679,2,2007,2,1,1,2345.9888
1682,1395,12.695633368756374,0,0.054672984,8,101.0358,5,1985,1,2,3,2794.462
1683,1471,8.6,0,0.0693587,9,89.9146,1,1987,0,2,1,1370.4834
1684,276,12.695633368756374,0,0.088053052,3,117.0124,4,1985,2,0,0,319.75598
1685,336,9.195,0,0.107801614,13,182.3634,1,1987,0,2,1,3924.909
1686,988,10.8,0,0.08271731,4,192.6504,7,2002,2,1,1,3524.0073
1687,211,17.75,0,0.014580169,6,157.5262,8,1997,2,0,1,2978.0918
1688,1344,10.6,0,0.035391991,8,86.8224,2,2007,2,1,1,1562.3147
1689,1223,7.935,0,0.017153018,4,48.135,6,2004,2,1,1,880.2751
1690,490,11.5,1,0.125498428,5,99.7358,1,1987,0,2,1,1637.3346
1691,404,17.6,1,0.041346719,13,37.819,1,1987,0,2,1,482.71298
1692,950,11.65,1,0.010980551,10,110.7544,2,2007,2,1,1,1833.7958
1693,366,12.85,0,0.033355494,6,198.5768,3,2009,1,2,2,2734.0024
1694,1048,14.3,0,0.122548032,4,122.173,6,2004,2,1,1,1578.8184
1695,910,12.6,0,0.024232347,4,36.1874,9,1999,1,0,1,486.12088
1696,15,8.67,0,0.065806717,14,144.6128,2,2007,2,1,1,2276.197
1697,370,6.825,1,0.046707264,3,151.9998,9,1999,1,0,1,2439.4963
1698,1050,20.7,1,0.0,5,118.6466,6,2004,2,1,1,2262.1462
1699,1152,10.195,0,0.051741591,1,35.2558,9,1999,1,0,1,638.91785
1700,1027,5.905,0,0.045643611,3,222.0456,6,2004,2,1,1,5416.9507
1701,1074,12.695633368756374,0,0.081615145,0,38.6164,5,1985,1,2,3,956.0905
1702,350,10.895,0,0.026989658,5,107.728,3,2009,1,2,2,1060.709
1703,156,7.52,0,0.055439323,6,130.0994,2,2007,2,1,1,2328.9077
1704,440,6.405,0,0.136300946,13,126.0678,8,1997,2,0,1,1693.1813
1705,1417,12.5,0,0.018833177,8,97.8384,1,1987,0,2,1,1343.9984
1706,1114,18.2,1,0.026211917,0,241.3196,2,2007,2,1,1,5149.006
1707,365,5.19,0,0.042585419,5,196.911,1,1987,0,2,1,3166.6816
1708,868,7.05,1,0.055671183,1,222.3088,7,2002,2,1,1,3803.469
1709,852,9.035,1,0.173436917,10,150.0708,6,2004,2,1,1,3171.1223
1710,948,7.0,0,0.253421913,3,106.228,0,1998,2,2,0,101.288605
1711,271,7.72,0,0.121419594,6,120.244,1,1987,0,2,1,2549.955
1712,822,12.695633368756374,1,0.02858175,3,116.4492,5,1985,1,2,3,2871.9658
1713,811,6.195,1,0.10935376,0,120.4098,6,2004,2,1,1,2008.7585
1714,670,6.615,1,0.092114847,3,248.7408,9,1999,1,0,1,3573.5679
1715,1368,9.695,0,0.113844617,8,157.8604,1,1987,0,2,1,2517.4404
1716,693,12.695633368756374,0,0.060763988,2,164.0526,5,1985,1,2,3,4119.8228
1717,331,9.3,0,0.089368341,3,143.8786,3,2009,1,2,2,2265.3716
1718,165,7.1,0,0.18413701,6,172.808,0,1998,2,2,0,163.90004
1719,1116,13.1,0,0.07492586,4,75.3354,6,2004,2,1,1,1255.5709
1720,168,11.5,0,0.014890695,15,174.108,7,2002,2,1,1,3250.7856
1721,370,6.825,1,0.046595951,3,153.0998,1,1987,0,2,1,2674.0186
1722,339,6.52,0,0.044697626,3,166.5842,7,2002,2,1,1,2719.8235
1723,78,8.26,0,0.034404287,7,113.5834,8,1997,2,0,1,1808.0406
1724,811,12.695633368756374,1,0.108844791,0,118.5098,5,1985,1,2,3,2919.7207
1725,587,12.695633368756374,1,0.007111808,13,39.348,5,1985,1,2,3,728.9875
1726,9,12.695633368756374,0,0.037643694,14,192.0188,5,1985,1,2,3,6637.7656
1727,265,15.0,0,0.118890636,13,227.9694,8,1997,2,0,1,4065.665
1728,352,9.6,0,0.036358713,6,140.0154,7,2002,2,1,1,2232.4893
1729,919,10.695,1,0.127986136,4,120.344,7,2002,2,1,1,2172.2275
1730,1541,9.6,0,0.024477166,8,189.6214,8,1997,2,0,1,3158.7295
1731,332,9.5,1,0.133086933,5,230.1668,3,2009,1,2,2,4968.8413
1732,826,13.5,1,0.159690469,6,144.2102,6,2004,2,1,1,3275.2715
1733,1309,12.695633368756374,0,0.082951105,9,173.7422,4,1985,2,0,0,37.481766
1734,1208,12.5,1,0.109992376,6,81.1592,8,1997,2,0,1,1407.231
1735,1339,18.7,0,0.046276017,8,154.2682,3,2009,1,2,2,2327.772
1736,391,12.5,0,0.071244009,15,127.102,8,1997,2,0,1,1752.1533
1737,1408,7.27,0,0.046550645,8,100.4384,6,2004,2,1,1,1990.3137
1738,1075,6.8,0,0.037649797,0,49.5034,3,2009,1,2,2,466.88477
1739,1521,6.36,0,0.00600295,9,166.1526,3,2009,1,2,2,2476.2288
1740,1259,11.395,0,0.009876591,8,48.2034,6,2004,2,1,1,1042.5197
1741,493,12.695633368756374,0,0.065799906,6,177.0054,4,1985,2,0,0,-92.355354
1742,417,8.63,1,0.032909657,13,112.9518,8,1997,2,0,1,2572.3406
1743,623,10.0,0,0.064752101,6,243.3144,0,1998,2,2,0,478.12296
1744,1065,12.6,0,0.081651205,1,61.6194,0,1998,2,2,0,57.757034
1745,1110,12.85,0,0.022599777,6,179.2318,6,2004,2,1,1,2942.0088
1746,1353,11.0,0,0.03788768,8,40.648,6,2004,2,1,1,785.2339
1747,556,16.25,1,0.049175079,6,151.5682,3,2009,1,2,2,2273.6548
1748,1258,6.965,0,0.028543185,9,159.4604,6,2004,2,1,1,3141.9016
1749,76,7.97,0,0.034446434,14,170.7422,6,2004,2,1,1,3382.1802
1750,1374,12.15,0,0.0,11,254.004,9,1999,1,0,1,4082.1653
